Concept	Form	Note
abi	imaraín
adfer!	irinecu
aegroto	tcharichéouki
aër	o(a)á
albus	háre
albus	ahré
albus	aâre	mara: Sapibocona et Aymara
altus	liôko
amita	wine
anima	mäá
anima	meiéa
annus (unus)	(ghomea) yuráa
anus	yai-yù
aqua	o(a)ra
aqua	coörá
aqua	ghoaraq
habesne aquam?	rii
arbor	noinlno
arbor	noinó
arcus	metschépari	Cannot differentiate whether it is /t/ or /l/
arcus	mechouaí
arcus coelestis	yaüü
audio	tscho-naenióhnä
audio	shaneyune
auditus (meus?)	su-íneuma
avia	jahuü
avis	rhicopy
avis	récapu
auris	tschu-tinäho
auris	su-ineu
avunculus	wittae
avunculus	wite
avus	jahü
avus	yay
barba	(tch)upéri	Not sure about the first segment
bibo	tsch-ägóheo
bellum gero	tsch-oaroocó
brachium (meum)	tsch-uwá	juba: Tupi
brachium (meum)	súua
brachium (meum)	(tcho) uá
brevis	nogmó
brevis	súohne
brevis	erímo
calcaneus	su-kiwity
calidus, a, um	nóre
capillus	tschu-gerüönicó
capillus	sukiriuii
capillus	tikiriú
capio (hostem)	tagogürüretschaáni boá
caput	tschu-gerühó
caput	su-kiriu
caput	(tcho) kireú
caro	naí
caro	tuóieh
cerevisia e granis mais	pinà
chorda	nepenöoli
cilium	su-ity-ane
clavicula	su-punoyno
coelum	o(a)
coelum	oá
coeruleus	tschúhmo
coeruleus	pijhro
cognatus	suyonu
collum	tschu0púnoho
collum	suponou
connubo	tschanägatité	Not sure if the last consonant is /t/ or /l/
cor	su-mêniko
corbis	coömó
corpus	taóbi	toip: Vilela
corpus	suupy
cortex	coinoá
costa	suino
coxa	tschu-bähma
coxa	sokehry
crus	tschu-inóo
cubitus	tschu-báacki
culter	iíno
cutis	näimé
da mihi	etuwáni ere
dens	ti tschäco
dens	su-seko
dens	(tcha) tikou
deus	tupana
diabolus	mäa
diabolus	meiéa
dico, eloquor	tschatscherumá
dies	oà
dies	oáh
digitus	tschu-bomó
digitus	su-upumo
digiti	(tcho) upeí
digit pedis	(tcho) upumorli
domus	thünogh	oca: Tupí
dorsum	tschu-ibaüh
durus, a, um	cowní
edo	wähaú
ego	tshuu
ego	súu
farina	ahamú
farina	omohó
femina	tchúre
femur	tschu-góma
femur	su-ghôma
filia	tschöwü
filia	suabüe
filius	oná
filius	suuné
filius	owúye
flavus	goättä	Not sure about the consonant cluster
flavus	ghuury
flavus	coeti
flos	noohwü
foedus, a, um	ähi
foedus, a, um	yawy
folium	nointjú
folium	noiyóu
frater	imá
frater	suimai
frigidus, a, um	reréya
frons	tschu-hiwäo
frons	su-iweu
fulgur	ijauá
fulgur	yoa
gramen	pinóu
gusto	tschu-năĭihä
gusto	schanekotite
hallux	tschu-obómi
hebdomas una	ghomea tai-opoa
hesperus	ohogo
homo	tschoko
homo	soku
homines multi	tosopuîna ghoküa
homines pauci	ghomea puîna
hostis	tschuänuonohó
humerus	tschu-mäati
humerus	suayú
ignis	ji
ignis	yy
ignis	ii
ille	niy
infans	uhé
juvenis	racoatä
labium	tschú-anä
labium	su-ané
lac	thiätté
lacertus	tschu-inóo
